Marital status,Nacionality,Gender,Age at enrollment,Displaced,International,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Unemployment rate,Inflation rate,GDP,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Admission grade,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations)
1,1,1,23,0,0,19,19,0,0,0,0,1,0,7.6,2.6,0.32,43,2,9773,1,1,132.0,127.1,0,6,9,6,12.333333333333334,0
1,1,0,20,1,0,3,1,2,7,0,0,1,1,15.5,2.8,-4.06,17,2,9773,1,1,139.0,124.0,0,6,6,6,14.0,0
1,1,1,21,0,0,19,37,5,7,0,0,1,0,9.4,-0.8,-3.12,1,1,9670,1,1,135.0,121.4,0,5,7,4,11.5,0
1,1,1,19,0,0,38,19,5,7,0,0,1,0,12.4,0.5,1.79,1,1,9147,1,1,117.0,118.1,0,5,6,5,11.2,0
1,1,1,18,1,0,1,19,4,3,0,0,1,1,10.8,1.4,1.74,17,4,9500,1,1,137.0,121.3,0,8,8,7,15.07,0
1,1,1,18,0,0,34,34,0,0,0,0,1,0,10.8,1.4,1.74,42,1,9119,1,1,144.0,119.5,0,5,6,1,10.0,0
1,1,1,22,1,0,1,37,9,9,0,0,1,0,12.7,3.7,-1.7,18,1,9670,1,1,140.0,130.2,0,6,11,4,13.0,0
1,1,1,18,1,0,19,1,5,5,0,0,1,0,16.2,0.3,-0.92,17,4,9254,1,1,130.0,130.0,0,6,7,4,11.0,0
1,1,0,18,1,0,37,37,5,6,0,0,1,0,9.4,-0.8,-3.12,16,2,9238,1,1,130.0,126.9,0,6,8,6,13.571428571428571,0
1,101,1,21,1,1,2,1,9,1,0,0,1,0,16.2,0.3,-0.92,1,2,9070,1,1,152.0,168.5,0,6,7,5,14.6,0
4,1,0,38,0,0,37,37,9,9,0,1,1,0,16.2,0.3,-0.92,39,1,9500,1,1,133.1,130.0,0,7,13,3,11.833333333333334,0
1,1,0,19,0,0,38,37,9,9,0,0,1,1,12.7,3.7,-1.7,18,1,9556,1,1,140.0,122.8,0,7,11,7,12.625,0
6,1,0,36,0,0,37,37,9,9,0,0,1,0,16.2,0.3,-0.92,39,1,9500,1,1,133.1,110.0,0,7,12,4,11.5,0
1,1,0,18,1,0,1,1,9,9,0,0,1,0,12.7,3.7,-1.7,16,1,9085,1,1,140.0,127.1,0,5,8,4,13.25,1
1,1,0,19,1,0,19,19,5,5,0,0,1,0,12.4,0.5,1.79,1,3,9500,1,1,133.1,108.5,0,7,9,7,12.60625,0
1,1,0,21,0,0,19,38,9,9,0,1,0,0,8.9,1.4,3.51,53,1,9085,1,42,140.0,138.2,7,10,15,8,13.75,0
1,1,0,18,0,0,19,19,9,9,0,0,1,1,16.2,0.3,-0.92,1,1,9238,1,1,135.0,124.5,0,6,11,5,11.142857142857142,0
1,1,0,20,1,0,37,37,9,7,0,0,1,0,7.6,2.6,0.32,17,1,9147,1,1,140.0,132.3,0,5,9,1,10.0,0
1,1,0,18,1,0,19,1,5,7,0,1,1,0,13.9,-0.3,0.79,17,1,9254,1,1,128.0,120.7,0,6,8,6,11.666666666666666,0
1,1,0,18,0,0,1,19,4,4,0,0,1,1,11.1,0.6,2.02,1,1,9670,1,1,141.0,132.6,0,6,8,6,14.0,0
1,1,0,25,0,0,34,34,0,0,0,0,1,0,10.8,1.4,1.74,7,2,9130,1,3,140.0,140.0,0,5,9,0,0.0,4
1,1,0,19,1,0,1,1,4,4,0,0,1,0,10.8,1.4,1.74,1,6,9500,1,1,139.0,124.5,0,8,9,7,12.04142857142857,0
1,1,0,18,1,0,19,19,7,7,0,0,1,1,13.9,-0.3,0.79,1,1,171,1,1,142.0,142.0,0,0,0,0,0.0,0
1,1,0,39,0,0,1,1,3,6,0,0,1,0,13.9,-0.3,0.79,7,1,9254,1,40,130.0,130.0,12,13,14,13,13.76923076923077,0
2,1,0,29,0,0,38,37,9,9,0,0,1,0,15.5,2.8,-4.06,39,1,9003,1,1,130.0,144.0,13,18,20,18,15.444444444444445,0
1,1,0,23,0,0,37,2,9,3,0,0,0,0,10.8,1.4,1.74,7,1,9070,1,3,140.0,140.0,0,3,3,2,10.0,0
1,1,0,21,1,0,1,37,5,5,0,0,1,0,12.7,3.7,-1.7,42,1,9853,1,1,120.0,113.9,0,6,8,4,12.25,0
1,1,0,18,0,0,1,19,4,4,0,0,0,0,10.8,1.4,1.74,1,1,9238,1,1,147.0,137.2,0,6,6,6,14.5,0
1,1,0,23,1,0,1,19,5,5,0,0,1,0,12.4,0.5,1.79,7,1,9085,1,40,140.0,140.0,0,6,7,6,15.571428571428571,0
1,1,0,18,0,0,1,19,4,4,0,0,1,0,11.1,0.6,2.02,1,1,9130,1,1,161.0,152.3,0,6,7,6,15.571428571428571,0
2,1,0,32,0,0,37,37,4,8,0,0,1,0,9.4,-0.8,-3.12,39,1,8014,0,19,133.1,112.5,0,6,8,5,13.8,0
2,1,0,29,0,0,19,37,9,7,0,1,0,0,10.8,1.4,1.74,39,2,9147,1,1,150.0,101.0,0,5,8,3,10.666666666666666,0
1,1,0,20,1,0,1,38,194,163,0,1,1,1,8.9,1.4,3.51,1,6,9238,1,1,113.0,112.3,0,6,8,5,11.6,0
1,1,0,28,1,0,34,34,0,0,0,0,0,0,9.4,-0.8,-3.12,39,1,9238,1,1,140.0,114.0,0,6,11,1,13.0,0
1,1,0,27,0,0,38,38,1,9,0,0,1,0,10.8,1.4,1.74,7,1,9147,1,3,130.0,130.0,0,5,9,3,12.0,0
1,1,0,22,0,0,37,34,90,0,0,1,1,0,7.6,2.6,0.32,43,2,9500,1,1,120.0,121.5,11,14,14,12,12.333333333333334,2
1,1,0,28,0,0,37,38,0,5,0,0,0,0,12.7,3.7,-1.7,7,1,8014,0,3,130.0,130.0,0,6,12,1,11.0,0
2,1,0,43,0,0,37,37,9,9,0,1,0,0,8.9,1.4,3.51,39,1,9003,1,1,120.0,125.7,0,6,10,4,12.25,0
1,1,0,32,1,0,37,37,9,9,0,0,0,0,10.8,1.4,1.74,43,1,9556,1,1,140.0,128.0,0,7,7,0,0.0,7
4,1,0,35,0,0,38,1,9,4,0,0,1,1,9.4,-0.8,-3.12,39,1,9500,1,19,133.1,120.0,0,8,9,8,13.63,1
1,1,0,21,1,0,37,37,0,0,0,0,1,0,7.6,2.6,0.32,1,1,9670,1,1,130.0,117.8,0,5,8,3,13.0,0
1,1,0,18,0,0,3,38,3,7,0,0,1,1,16.2,0.3,-0.92,1,1,9500,1,1,176.0,169.7,0,7,7,7,16.9,0
1,1,0,18,1,0,19,19,5,8,0,0,1,0,16.2,0.3,-0.92,17,4,9238,1,1,124.0,117.7,0,6,10,5,12.0,0
1,1,0,22,1,0,19,37,7,6,0,0,1,0,12.4,0.5,1.79,44,1,8014,0,39,120.0,121.8,3,6,6,6,12.5,0
1,1,0,19,1,0,1,1,4,10,0,0,1,0,10.8,1.4,1.74,1,2,9500,1,1,140.0,128.3,0,8,8,7,12.764285714285714,0
1,1,0,18,1,0,19,38,9,7,0,0,1,1,13.9,-0.3,0.79,18,2,9147,1,1,143.0,132.2,0,5,8,5,13.75,0
1,1,0,19,1,0,39,1,3,4,0,1,1,0,12.4,0.5,1.79,1,2,171,1,1,136.0,134.3,0,0,0,0,0.0,0
1,1,0,18,0,0,19,1,9,5,0,0,1,1,11.1,0.6,2.02,1,1,9500,1,1,132.0,123.4,0,7,7,7,14.604285714285712,0
2,1,0,31,0,0,19,39,5,3,0,1,0,0,16.2,0.3,-0.92,39,1,9991,0,19,133.1,121.7,0,5,7,0,0.0,0
2,1,0,33,0,0,1,19,1,5,0,1,1,1,9.4,-0.8,-3.12,39,1,8014,0,19,100.0,130.0,0,6,9,5,13.833333333333334,0
1,1,0,19,1,0,19,38,7,7,0,0,1,1,9.4,-0.8,-3.12,1,3,9500,1,1,137.0,126.5,0,8,8,8,13.57625,0
1,1,0,18,1,0,38,38,7,7,0,0,1,1,12.7,3.7,-1.7,17,1,9238,1,1,153.0,159.7,0,6,7,6,15.142857142857142,0
1,1,0,23,0,0,9,19,4,3,0,0,1,0,7.6,2.6,0.32,1,1,9147,1,1,160.0,151.3,0,5,8,3,10.666666666666666,0
1,1,0,20,1,0,38,38,5,7,0,0,1,0,9.4,-0.8,-3.12,17,1,9238,1,1,145.0,138.0,0,6,11,5,11.2,0
1,1,0,18,1,0,38,38,4,8,0,0,1,0,9.4,-0.8,-3.12,1,5,9500,1,1,137.0,126.5,0,8,8,8,13.76375,0
1,1,0,22,0,0,19,38,5,6,0,0,1,1,12.7,3.7,-1.7,1,1,9238,1,1,120.0,112.3,0,6,10,5,10.714285714285714,0
1,1,0,20,1,0,1,19,4,4,0,1,1,0,9.4,-0.8,-3.12,1,1,9238,1,1,122.0,127.3,0,6,6,6,12.166666666666666,0
1,1,0,23,1,0,19,38,4,10,0,0,1,0,7.6,2.6,0.32,7,1,9500,1,3,130.0,130.0,1,7,8,6,14.357142857142858,0
1,1,0,19,1,0,3,1,4,5,0,0,1,0,16.2,0.3,-0.92,17,2,9773,1,1,133.1,115.0,0,6,6,6,12.833333333333334,0
1,1,0,19,1,0,1,37,1,1,0,0,1,0,10.8,1.4,1.74,17,6,9500,1,1,150.0,131.5,0,8,8,7,13.925714285714283,0
1,1,0,26,0,0,19,38,7,4,0,0,1,0,10.8,1.4,1.74,39,1,9991,0,1,133.1,125.7,0,5,9,2,12.0,0
1,1,0,18,1,0,1,37,4,3,0,0,1,0,16.2,0.3,-0.92,1,6,9500,1,1,141.0,126.8,0,7,7,7,13.44285714285714,0
1,1,1,18,1,0,1,37,7,7,0,0,1,0,9.4,-0.8,-3.12,18,1,9119,1,1,146.0,132.4,0,5,5,1,16.0,0
1,1,1,20,1,0,38,37,9,9,0,0,1,0,16.2,0.3,-0.92,44,1,9003,1,39,150.0,150.0,0,6,8,6,13.125,0
1,1,1,19,0,0,3,1,4,4,0,0,1,0,15.5,2.8,-4.06,1,1,9670,1,1,133.1,95.0,0,6,7,0,0.0,0
1,1,1,32,0,0,37,37,9,9,0,0,0,0,10.8,1.4,1.74,43,1,9991,0,1,120.0,128.2,5,9,9,5,11.4,0
2,1,1,31,0,0,19,19,4,4,0,0,0,0,9.4,-0.8,-3.12,39,1,9130,1,1,150.0,130.0,0,4,12,2,11.0,2
1,1,0,21,1,0,19,3,9,1,0,0,1,0,16.2,0.3,-0.92,42,1,9085,1,39,140.0,159.9,2,6,14,5,13.666666666666666,0
2,1,0,31,0,0,37,37,4,9,0,0,0,0,12.7,3.7,-1.7,43,1,9991,0,1,140.0,100.0,2,6,10,4,11.75,0
2,1,0,34,0,0,37,37,5,5,0,0,1,0,16.2,0.3,-0.92,39,1,9853,1,1,133.1,116.5,0,7,11,1,10.0,0
1,1,0,18,0,0,19,19,9,9,0,0,1,1,11.1,0.6,2.02,1,1,9238,1,1,128.0,120.0,0,6,8,6,13.5,0
1,1,0,19,1,0,19,19,9,9,0,1,1,0,12.4,0.5,1.79,1,3,9238,1,1,117.0,117.0,0,6,0,0,0.0,0
1,1,0,18,1,0,38,37,5,3,0,0,0,0,9.4,-0.8,-3.12,1,2,9853,1,1,124.0,118.1,0,6,11,3,13.0,0
1,1,0,20,1,0,19,39,4,8,0,0,1,0,11.1,0.6,2.02,1,1,9254,1,1,158.0,153.5,0,6,7,6,14.833333333333334,0
1,1,0,20,1,0,38,37,9,5,0,0,1,0,15.5,2.8,-4.06,43,1,9773,1,1,137.0,127.9,0,6,6,6,11.833333333333334,0
1,1,0,18,1,0,38,38,7,8,1,0,1,1,11.1,0.6,2.02,17,3,9670,1,1,123.0,118.8,0,6,10,5,12.0,0
1,1,0,19,1,0,38,38,7,8,0,0,1,0,7.6,2.6,0.32,1,1,9238,1,1,126.0,126.7,0,6,11,4,12.75,0
4,1,0,30,1,0,3,1,5,5,0,0,1,1,11.1,0.6,2.02,39,1,9130,1,1,133.1,110.0,0,6,7,0,0.0,0
1,1,0,19,1,0,19,38,5,5,0,0,1,0,11.1,0.6,2.02,17,1,9238,1,1,115.0,115.0,0,6,6,6,12.0,0
1,1,0,19,1,0,38,37,7,7,0,0,1,0,12.7,3.7,-1.7,1,3,9556,1,1,132.0,119.0,0,7,9,7,11.677777777777775,0
1,1,0,19,1,0,1,37,4,7,0,0,1,1,12.7,3.7,-1.7,1,4,9500,1,1,132.0,121.8,0,8,8,7,13.6,0
1,1,0,19,1,0,19,38,9,9,0,0,1,0,12.4,0.5,1.79,1,1,9085,1,1,143.0,133.4,0,6,7,6,16.0,0
1,1,0,20,1,0,1,1,3,3,0,0,1,0,7.6,2.6,0.32,1,3,9238,1,1,137.0,131.4,0,6,9,5,11.8,0
1,1,1,25,0,0,19,37,9,3,0,1,1,0,13.9,-0.3,0.79,42,1,9119,1,1,130.0,135.0,0,5,5,0,0.0,0
1,1,1,19,0,0,19,19,9,9,0,0,1,0,12.4,0.5,1.79,1,2,9773,1,1,121.0,122.8,0,6,0,0,0.0,0
2,1,0,34,0,0,37,19,7,3,0,1,1,1,9.4,-0.8,-3.12,39,1,9853,1,1,130.0,140.0,0,6,7,6,16.142857142857142,0
1,1,0,18,1,0,38,37,9,5,0,0,1,1,12.7,3.7,-1.7,18,2,9500,1,1,135.0,125.3,0,8,8,7,11.785714285714286,0
1,1,0,18,1,0,1,1,4,5,0,0,1,1,9.4,-0.8,-3.12,1,6,9500,1,1,137.0,126.3,0,8,8,8,13.42375,0
1,1,0,20,0,0,38,38,9,10,0,0,1,0,11.1,0.6,2.02,1,1,9670,1,1,100.0,100.0,0,6,8,6,12.5,0
1,1,0,20,1,0,19,37,9,7,0,0,1,1,10.8,1.4,1.74,17,2,9500,1,1,127.0,121.3,0,8,8,7,12.464285714285714,0
1,1,0,28,0,0,37,37,6,6,0,0,1,0,10.8,1.4,1.74,39,1,9670,1,1,140.0,120.0,0,6,8,1,10.0,0
1,1,0,19,1,0,19,38,9,9,0,0,1,0,16.2,0.3,-0.92,43,1,9147,1,1,131.0,129.7,0,5,5,5,12.6,0
2,1,0,34,1,0,38,37,9,8,0,0,1,0,7.6,2.6,0.32,1,1,9147,1,1,151.0,132.1,0,5,7,2,10.0,0
2,1,0,35,0,0,37,37,7,8,0,0,1,0,8.9,1.4,3.51,51,1,9853,1,1,130.0,120.3,0,7,7,0,0.0,0
1,1,0,32,0,0,37,37,9,7,0,0,1,0,12.4,0.5,1.79,7,1,9991,0,40,120.0,120.0,0,5,7,5,11.6,0
1,1,0,19,1,0,19,19,4,7,0,0,1,0,11.1,0.6,2.02,17,2,9254,1,1,136.0,123.1,0,6,8,6,12.166666666666666,0
1,1,0,18,1,0,1,19,9,7,0,0,1,0,11.1,0.6,2.02,17,5,9670,1,1,125.0,119.4,0,6,10,4,13.6,0
2,1,0,35,0,0,37,37,9,9,0,0,0,0,9.4,-0.8,-3.12,39,1,9147,1,1,133.1,140.0,0,5,8,4,12.5,1
1,1,0,20,1,0,19,37,9,9,0,0,1,1,13.9,-0.3,0.79,17,1,9238,1,1,120.0,113.0,0,6,7,6,11.714285714285714,0
1,11,1,18,1,1,19,19,4,9,0,0,1,1,16.2,0.3,-0.92,1,3,9773,1,1,143.0,133.9,0,6,7,6,13.5,0
1,1,1,20,1,0,38,19,7,9,0,0,1,1,10.8,1.4,1.74,1,3,9500,1,1,133.1,115.5,0,8,8,7,13.024285714285714,0
1,1,1,18,1,0,1,19,4,7,0,0,0,0,9.4,-0.8,-3.12,17,5,9254,1,1,121.0,116.5,0,6,12,0,0.0,0
1,1,1,18,0,0,19,19,4,4,0,0,1,1,12.4,0.5,1.79,1,1,9119,1,1,168.0,171.2,0,5,6,5,17.333333333333332,0
1,1,1,20,0,0,19,37,5,7,0,0,1,1,9.4,-0.8,-3.12,1,1,9670,1,1,124.0,119.1,0,5,7,4,11.0,0
1,1,1,19,1,0,19,38,3,3,0,0,1,0,12.4,0.5,1.79,17,2,9853,1,1,127.0,121.1,0,7,10,6,13.666666666666666,0
1,1,1,19,0,0,19,1,9,9,0,0,1,0,10.8,1.4,1.74,1,1,9238,1,1,137.0,132.8,0,6,6,6,12.833333333333334,0
1,1,1,20,1,0,36,37,0,0,0,0,1,0,7.6,2.6,0.32,1,1,9773,1,1,120.0,126.7,0,6,9,5,12.6,0
1,1,1,22,1,0,19,19,9,7,0,0,1,0,11.1,0.6,2.02,1,1,9500,1,1,110.0,105.8,0,7,8,6,14.333333333333334,0
1,1,1,19,0,0,38,38,9,9,0,0,1,0,12.7,3.7,-1.7,1,1,9500,1,1,143.0,140.0,0,8,8,7,14.285714285714286,0
1,1,1,22,0,0,1,19,9,7,0,0,1,0,13.9,-0.3,0.79,44,1,9003,1,39,120.0,120.0,2,6,15,3,11.75,0
1,11,1,20,1,1,4,12,2,9,0,0,1,0,8.9,1.4,3.51,17,5,9119,1,1,124.0,119.5,0,5,5,5,14.8,0
2,1,1,34,0,0,1,41,9,3,0,1,0,0,12.4,0.5,1.79,39,1,9003,1,1,168.0,153.9,0,6,7,0,0.0,0
2,1,1,24,0,0,1,1,4,4,0,0,1,0,16.2,0.3,-0.92,39,1,8014,0,19,133.1,130.0,0,6,14,1,10.0,0
1,1,1,26,1,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,39,2,9670,1,1,150.0,107.0,0,5,5,0,0.0,0
1,1,1,35,0,0,37,37,9,6,0,0,1,0,12.4,0.5,1.79,39,1,9500,1,1,140.0,132.8,0,7,10,4,12.6,0
1,1,1,22,1,0,2,37,4,9,0,0,1,0,7.6,2.6,0.32,1,1,9991,0,1,145.0,127.5,0,5,9,5,12.428571428571429,1
1,1,1,19,0,0,1,19,3,4,0,0,1,0,8.9,1.4,3.51,17,1,9147,1,1,123.0,122.0,0,5,7,3,12.333333333333334,0
1,1,1,19,1,0,3,19,3,9,0,0,0,0,8.9,1.4,3.51,1,5,9254,1,1,120.0,114.8,0,6,0,0,0.0,0
1,1,1,20,0,0,3,3,2,2,0,1,1,0,15.5,2.8,-4.06,44,1,171,1,39,140.0,140.0,0,0,0,0,0.0,0
1,1,1,21,0,0,3,3,1,10,0,1,1,0,11.1,0.6,2.02,51,1,9670,1,1,126.0,111.0,5,11,12,10,12.1,0
1,1,0,19,1,0,1,19,7,7,0,0,1,1,13.9,-0.3,0.79,1,2,9773,1,1,137.0,133.2,0,6,7,6,14.714285714285714,0
1,1,0,18,1,0,19,19,9,9,0,0,1,0,12.7,3.7,-1.7,1,3,9773,1,1,130.0,123.0,0,6,6,6,12.666666666666666,0
1,1,0,23,0,0,1,38,8,8,0,0,1,1,8.9,1.4,3.51,53,1,9003,1,42,150.0,150.0,7,12,14,12,14.384615384615383,0
1,1,0,18,1,0,19,38,5,7,0,0,1,1,12.7,3.7,-1.7,17,3,9147,1,1,147.0,132.3,0,5,5,5,13.4,0
1,1,0,18,1,0,37,38,5,7,0,0,1,0,12.7,3.7,-1.7,18,1,9500,1,1,140.0,126.0,0,8,8,7,13.314285714285717,0
1,1,0,19,1,0,38,38,9,9,0,0,1,0,10.8,1.4,1.74,1,3,9500,1,1,132.0,119.3,0,8,8,7,11.98857142857143,0
1,1,0,21,1,0,1,19,143,172,0,0,1,0,8.9,1.4,3.51,53,1,9147,1,42,130.0,133.8,6,11,17,11,11.545454545454543,0
1,1,0,18,1,0,37,37,9,6,0,0,1,1,15.5,2.8,-4.06,1,1,9085,1,1,130.0,126.5,0,6,13,6,16.46153846153846,0
1,1,0,24,1,0,38,37,9,5,0,0,1,1,10.8,1.4,1.74,1,1,9773,1,1,151.0,138.4,0,6,7,6,13.666666666666666,0
1,1,0,18,1,0,3,39,2,3,0,0,1,0,16.2,0.3,-0.92,1,4,9500,1,1,144.0,129.0,0,7,8,7,12.65,0
1,1,0,20,1,0,19,37,9,7,0,0,1,0,12.4,0.5,1.79,17,2,9500,1,1,131.0,129.8,0,7,8,6,14.37,0
1,1,0,18,1,0,34,38,0,8,0,0,0,1,7.6,2.6,0.32,1,5,9773,1,1,130.0,128.3,0,6,12,3,12.0,0
1,1,0,19,0,0,1,19,5,7,0,0,1,1,10.8,1.4,1.74,43,1,9254,1,1,130.0,130.0,0,6,11,4,12.0,0
1,1,0,19,1,0,1,38,4,8,0,0,1,0,10.8,1.4,1.74,17,2,9853,1,1,131.0,121.9,0,6,10,5,12.6,0
1,1,0,18,0,0,1,38,9,3,0,1,1,0,10.8,1.4,1.74,1,5,9238,1,3,135.0,129.4,0,6,6,6,12.166666666666666,0
1,1,0,18,1,0,38,38,9,9,0,0,1,1,9.4,-0.8,-3.12,1,5,9500,1,1,145.0,125.5,0,8,8,8,13.76375,0
1,1,0,19,1,0,38,38,5,5,0,0,1,1,11.1,0.6,2.02,17,6,9556,1,1,118.0,117.8,0,7,11,6,12.4,0
1,1,0,18,1,0,37,37,9,9,0,0,1,0,7.6,2.6,0.32,1,2,9500,1,1,152.0,139.0,0,7,7,6,14.333333333333334,0
1,1,0,19,1,0,34,38,0,7,0,1,0,0,7.6,2.6,0.32,17,1,9254,1,1,137.0,137.7,0,6,14,1,10.0,0
1,1,0,21,1,0,1,1,3,3,0,0,1,0,12.4,0.5,1.79,1,4,9500,1,1,123.0,113.6,0,7,8,7,14.69625,0
1,1,0,18,0,0,19,38,9,7,0,0,1,1,12.7,3.7,-1.7,17,3,9556,1,1,131.0,128.5,0,7,9,7,12.855555555555556,0
1,1,0,18,0,0,1,1,3,10,0,0,1,0,11.1,0.6,2.02,1,1,9500,1,1,141.0,142.8,0,7,7,7,13.7,0
1,1,0,23,0,0,3,1,1,3,0,0,0,0,10.8,1.4,1.74,1,1,9130,1,1,144.0,137.7,0,5,9,0,0.0,3
1,1,0,18,0,0,38,38,5,5,0,0,1,0,16.2,0.3,-0.92,1,1,9500,1,1,133.0,123.2,0,7,7,7,13.285714285714286,0
1,1,0,21,1,0,1,19,9,9,0,0,1,0,15.5,2.8,-4.06,43,1,9130,1,1,120.0,120.0,0,6,14,5,11.5,1
1,1,0,19,1,0,37,38,7,8,0,0,1,1,10.8,1.4,1.74,18,1,9500,1,1,130.0,119.3,0,8,8,7,11.4,0
1,1,0,21,0,0,37,37,6,9,0,0,1,1,13.9,-0.3,0.79,44,1,9238,1,1,120.0,121.0,3,6,6,6,12.333333333333334,0
1,1,0,18,1,0,19,19,9,9,0,0,1,0,10.8,1.4,1.74,1,5,9773,1,1,138.0,139.4,0,6,7,5,12.8,0
1,1,0,20,1,0,19,38,7,7,0,0,1,1,12.7,3.7,-1.7,17,1,9085,1,1,124.0,113.9,0,5,8,5,12.0,1
1,1,0,18,1,0,37,37,9,7,0,0,1,1,9.4,-0.8,-3.12,1,1,9853,1,1,133.0,124.6,0,6,8,5,13.0,0
1,1,0,18,1,0,1,1,4,8,0,1,0,1,12.7,3.7,-1.7,17,1,9070,1,1,122.0,123.8,0,6,6,6,11.833333333333334,0
1,1,0,18,1,0,1,3,4,4,0,0,1,0,8.9,1.4,3.51,1,3,9085,1,1,138.0,126.3,0,6,8,6,14.0,0
1,1,0,18,1,0,1,1,3,3,0,0,1,1,16.2,0.3,-0.92,17,4,9773,1,1,134.0,120.4,0,6,6,6,12.333333333333334,0
1,1,0,24,1,0,19,19,4,9,0,0,1,1,8.9,1.4,3.51,39,1,9085,1,19,133.1,139.9,1,6,7,6,12.5,0
1,1,0,19,1,0,1,1,3,3,0,0,1,0,10.8,1.4,1.74,1,1,171,1,1,142.0,133.3,0,0,0,0,0.0,0
1,1,0,18,1,0,19,19,9,9,0,0,1,0,12.7,3.7,-1.7,1,3,9500,1,1,141.0,126.0,0,8,8,7,15.657142857142857,0
1,1,0,19,0,0,1,19,4,3,0,0,1,0,12.7,3.7,-1.7,1,2,9070,1,1,145.0,133.5,0,6,6,6,12.166666666666666,0
1,1,0,19,1,0,38,19,4,9,0,0,1,0,10.8,1.4,1.74,17,2,9853,1,1,145.0,127.9,0,6,0,0,0.0,0
1,1,0,26,0,0,34,37,0,0,0,0,1,0,7.6,2.6,0.32,39,1,9773,1,1,140.0,102.5,0,6,8,4,11.75,0
1,1,1,36,0,0,19,1,9,5,0,1,0,0,15.5,2.8,-4.06,39,1,9254,1,19,133.1,97.0,0,5,10,0,0.0,0
1,1,1,19,0,0,1,1,4,10,0,0,0,0,10.8,1.4,1.74,17,1,171,1,1,128.0,134.7,0,0,0,0,0.0,0
1,1,1,27,0,0,19,37,9,9,0,0,0,0,15.5,2.8,-4.06,42,1,9119,1,1,120.0,113.8,0,5,0,0,0.0,0
1,1,1,18,0,0,3,1,123,152,0,0,1,0,8.9,1.4,3.51,1,4,9119,1,1,120.0,116.9,0,5,9,1,13.0,0
1,1,1,18,1,0,37,38,9,9,0,0,1,1,10.8,1.4,1.74,1,4,9500,1,1,139.0,124.0,0,8,8,7,13.331428571428573,0
1,1,1,28,0,0,38,38,5,5,0,0,1,0,12.4,0.5,1.79,39,1,9070,1,1,139.3,117.5,0,6,0,0,0.0,0
1,1,1,21,1,0,19,1,9,9,0,0,1,0,12.4,0.5,1.79,44,1,171,1,39,150.0,154.8,0,0,0,0,0.0,0
1,1,1,19,0,0,19,37,4,9,0,0,1,0,7.6,2.6,0.32,1,1,9500,1,1,138.0,141.0,0,7,7,6,13.7,0
1,1,1,26,0,0,6,22,3,3,0,1,0,0,9.4,-0.8,-3.12,39,1,9670,1,9,133.1,120.0,0,5,5,0,0.0,0
1,1,1,20,1,0,1,19,3,5,0,0,1,0,11.1,0.6,2.02,51,1,9119,1,1,136.0,133.6,4,9,12,9,13.454545454545457,0
1,1,1,19,1,0,38,38,9,9,0,0,1,0,12.7,3.7,-1.7,1,6,9500,1,1,134.0,122.0,0,8,8,7,12.2,0
1,1,1,21,1,0,19,19,7,3,0,0,1,0,12.7,3.7,-1.7,1,1,9147,1,1,140.0,120.0,0,5,8,3,10.0,0
1,1,1,23,0,0,1,19,9,9,0,0,1,1,8.9,1.4,3.51,53,1,9670,1,42,110.0,114.2,0,6,7,5,13.0,0
1,1,1,29,0,0,38,37,4,8,0,0,1,0,11.1,0.6,2.02,39,1,8014,0,38,133.1,95.5,0,6,11,6,12.0,0
1,1,1,20,0,0,1,1,9,9,0,0,1,0,12.7,3.7,-1.7,1,1,9500,1,1,129.0,120.0,0,8,8,7,15.028571428571428,0
1,1,1,18,0,0,1,19,5,9,0,0,1,0,15.5,2.8,-4.06,1,1,9238,1,1,116.0,111.1,0,6,8,6,12.0,0
1,1,1,19,1,0,1,38,3,5,0,0,1,0,9.4,-0.8,-3.12,1,1,9773,1,1,130.0,128.6,0,6,8,5,12.0,0
1,1,1,23,0,0,1,37,4,8,0,0,0,0,10.8,1.4,1.74,7,1,9556,1,3,130.0,130.0,3,7,7,3,13.666666666666666,0
1,1,1,21,0,0,38,1,5,1,0,0,1,0,13.9,-0.3,0.79,1,1,171,1,1,116.0,111.1,0,0,0,0,0.0,0
1,1,1,18,1,0,37,19,7,7,0,0,1,1,10.8,1.4,1.74,1,1,171,1,1,147.0,134.4,0,0,0,0,0.0,0
1,1,1,21,1,0,19,37,5,5,0,1,0,0,9.4,-0.8,-3.12,1,5,9070,1,1,117.0,131.0,0,6,6,1,14.0,0
1,1,1,22,0,0,1,1,5,9,0,0,1,0,11.1,0.6,2.02,51,1,9238,1,1,141.0,125.0,0,6,6,0,0.0,0
1,1,1,21,1,0,3,19,2,8,0,0,1,0,8.9,1.4,3.51,18,1,9556,1,1,133.1,106.0,0,7,8,7,12.375,0
1,1,1,32,1,0,38,19,9,9,0,0,0,0,16.2,0.3,-0.92,39,1,9500,1,1,133.1,128.0,0,7,0,0,0.0,0
